[642E6823]
;
CD3C,1.95,10454,-8100,-1258
D467,1.95,11610,-6119,-1028
DC3E,1.95,12442,-3710,-722
E182,1.95,12742,-2025,-484
E6E8,1.95,12820,-261,-234
EE0E,1.95,12561,2074,136
F5C6,1.95,11835,4507,542
14A9,1.95,5194,11563,2062
2180,1.95,1465,12650,2497
26CC,1.95,-133,12754,2606
3A1F,1.95,-5702,11435,2800
533F,1.95,-11127,6119,2398
5BD2,1.95,-12140,3617,2077
5BD2,1.95,-12143,3609,2077
6693,1.95,-12666,206,1561
7315,1.95,-12117,-3842,891
83B7,1.95,-9585,-8650,-9
9204,1.95,-6067,-11647,-697
9B23,1.95,-3384,-12820,-988
A687,1.95,128,-13421,-1265
B196,1.95,3551,-13015,-1443
B35C,1.95,4074,-12856,-1448
B58D,1.95,4710,-12637,-1450
B4A2,1.90,4493,-12971,-1425
B947,1.90,5846,-12397,-1397
C012,1.90,7694,-11303,-1333
C573,1.90,9026,-10222,-1261
CA50,1.90,10087,-9066,-1171
D451,1.90,11814,-6307,-914
D82E,1.90,12281,-5132,-788
E347,1.90,12973,-1470,-247
EB5D,1.90,12914,1216,56
F374,1.90,12280,3859,465
F73D,1.90,11809,5021,695
0CFF,1.90,7367,10529,1737
1F78,1.90,2072,12825,2387
44B3,1.90,-8468,9867,2669
4FA1,1.90,-10704,7278,2453
5CAD,1.90,-12417,3434,2001
6900,1.90,-12870,-591,1415
7715,1.90,-11891,-5198,635
7FCF,1.90,-10519,-7789,152
8C21,1.90,-7752,-10829,-467
942A,1.90,-5545,-12268,-790
9DEE,1.90,-2582,-13372,-1082
A88C,1.90,765,-13709,-1307
B639,1.90,4944,-12833,-1411
B89B,1.85,5733,-12751,-1292
C7B5,1.85,9638,-9872,-1131
CA22,1.85,10154,-9272,-1086
E929,1.85,12997,751,336
EDE7,1.85,12937,2072,221
03E3,1.85,9666,8693,1271
1212,1.85,6059,11623,1863
1C18,1.85,3116,12824,2180
2991,1.85,-1008,13260,2478
402D,1.85,-7480,10963,2603
46E1,1.85,-9093,9622,2557
5503,1.85,-11728,5918,2243
5E51,1.85,-12731,3003,1915
6A78,1.85,-13045,-1072,1356
76F1,1.85,-12088,-5231,680
803E,1.85,-10599,-8034,190
8CD8,1.85,-7651,-11177,-412
9EBC,1.85,-2345,-13679,-977
B8C2,1.85,5769,-12743,-1273
B976,1.80,6107,-12892,-1052
C8E7,1.80,10072,-9825,-905
DEAE,1.80,13211,-3193,-355
E74B,1.80,13416,-198,-21
FCAB,1.80,11263,6880,891
044A,1.80,9696,8979,1215
1498,1.80,5379,12255,1815
1E3B,1.80,2461,13266,2069
25FB,1.80,59,13570,2242
3107,1.80,-3337,13195,2406
4547,1.80,-8875,10177,2443
5700,1.80,-12178,5454,2113
67B4,1.80,-13284,-115,1493
718A,1.80,-12838,-3508,1022
7E41,1.80,-11125,-7629,362
8FB5,1.80,-6957,-11983,-374
9FE5,1.80,-1987,-14041,-822
B241,1.80,3926,-13767,-1054
BBB8,1.80,6750,-12561,-1040
BF60,1.70,7983,-12385,-558
E1FA,1.70,13603,-2120,62
E1F3,1.70,13602,-2120,62
F1CF,1.70,13098,3531,502
FAAB,1.70,11852,6498,825
02A1,1.70,10256,8850,1097
1358,1.70,5834,12513,1619
1E5D,1.70,2468,13770,1871
3622,1.70,-4932,13238,2197
40C4,1.70,-7936,11575,2221
5467,1.70,-12111,6575,2016
5ADE,1.70,-12957,4477,1861
7263,1.70,-13125,-3948,979
7269,1.70,-13112,-3956,994
7AC0,1.70,-12019,-6812,641
8C40,1.70,-8092,-11750,-36
9818,1.70,-4529,-13839,-348
A722,1.70,413,-14842,-590
B744,1.70,5596,-13744,-679
BF9A,1.70,7986,-12377,-654
B7FE,1.60,6068,-14196,109
DE4F,1.60,13802,-3699,179
EE34,1.60,13700,2269,460
EE2B,1.60,13702,2259,458
F94C,1.60,12311,6218,692
07A2,1.60,9210,10465,974
163E,1.60,4988,13373,1226
2F79,1.60,-3073,14309,1558
47DD,1.60,-9917,10451,1763
5638,1.60,-12660,6294,1704
5F18,1.60,-13626,3203,1581
6C70,1.60,-13813,-1765,1288
7925,1.60,-12507,-6423,925
8743,1.60,-9563,-10877,542
9890,1.60,-4387,-14400,233
A462,1.60,-410,-15319,99
BAA8,1.60,6821,-13779,-11
BE5D,1.60,7878,-13124,-14
C03D,1.60,8405,-12730,-11
C648,1.60,9979,-11353,24
CBC9,1.50,11428,-10275,709
D878,1.50,13516,-6068,621
E04A,1.50,14144,-3126,597
EF08,1.50,13830,2612,597
F9D9,1.50,12370,6599,633
17CA,1.50,4548,14109,747
361E,1.50,-5196,14309,994
6D66,1.50,-14022,-2261,1233
7718,1.50,-13016,-6026,1140
925D,1.50,-6493,-14004,925
A92B,1.50,1076,-15815,1031
BBF1,1.50,7062,-13809,981
BE31,1.50,7691,-13374,973
C252,1.30,9377,-13423,3289
D2B0,1.30,12808,-8650,2612
D524,1.30,13175,-7793,2464
E7D6,1.30,14223,-420,1406
EF23,1.30,13772,2580,966
F679,1.30,12830,5484,549
FD0F,1.30,11617,7920,185
006C,1.30,10884,9063,10
0722,1.30,9188,11142,-330
1DCA,1.30,2275,15446,-1194
26D2,1.30,-634,15918,-1325
2CAA,1.30,-2497,15848,-1321
37C4,1.30,-5895,14925,-1160
46C6,1.30,-9968,12063,-653
4E52,1.30,-11654,9957,-334
583B,1.30,-13325,6629,166
6129,1.30,-14149,3144,580
6913,1.30,-14295,-129,959
89A7,1.30,-8915,-12563,2404
9B6C,1.30,-3138,-16139,3018
9EAA,1.30,-2016,-16430,3124
ADA3,1.30,3057,-16520,3313
C01F,1.30,8753,-14065,3073
C4A8,1.30,9930,-12988,2973
C449,2.05,8266,-9779,-1680
D241,2.05,10929,-6437,-1298
D505,2.05,11303,-5666,-1196
E5D6,2.05,12419,-553,-404
F8A0,2.05,11097,5156,674
06BF,2.05,8532,8698,1473
18FE,2.05,3878,11587,2321
26C3,2.05,-87,12251,2725
3FD2,2.05,-6929,10112,2895
4B72,2.05,-9451,7781,2697
5E7A,2.05,-11955,2632,1990
6AC0,2.05,-12213,-1147,1338
74C3,2.05,-11582,-4218,730
8383,2.05,-9348,-8261,-189
9764,2.05,-4429,-11931,-1169
9EC3,2.05,-2279,-12598,-1424
AFA9,2.05,2786,-12600,-1763
BA69,2.05,5832,-11505,-1771
B780,2.10,4935,-11620,-1881
CE4B,2.10,10094,-7309,-1499
DB66,2.10,11746,-3699,-965
E91D,2.10,12147,485,-238
F252,2.10,11618,3260,307
0B0D,2.10,7416,9375,1761
2416,2.10,686,11965,2730
3719,2.10,-4615,11078,2982
48F7,2.10,-8802,8142,2791
5F28,2.10,-11775,2351,1951
6B4B,2.10,-11973,-1308,1278
7EBF,2.10,-10040,-6896,39
8788,2.10,-8341,-8986,-466
9268,2.10,-5710,-10994,-1026
9AEE,2.10,-3365,-12013,-1386
AD5A,2.10,2056,-12438,-1855
BA1B,2.10,5617,-11286,-1886
CB2C,2.10,9539,-8079,-1590
C377,2.15,7771,-9486,-1842
D0B6,2.15,10314,-6536,-1485
D4C8,2.15,10894,-5465,-1343
E1D8,2.15,11963,-1711,-754
E5CA,2.15,12036,-522,-554
F3D0,2.15,11346,3644,245
F811,2.15,10864,4831,496
007C,2.15,9546,6992,995
060D,2.15,8459,8258,1323
0F5A,2.15,6314,9975,1808
1431,2.15,5066,10662,2048
1926,2.15,3740,11199,2253
244D,2.15,608,11799,2628
2DD9,2.15,-2081,11641,2830
36E7,2.15,-4526,10926,2930
400C,2.15,-6785,9671,2911
4784,2.15,-8415,8297,2812
54CE,2.15,-10627,5176,2449
6727,2.15,-11853,-64,1588
6F3E,2.15,-11626,-2465,1109
7A2D,2.15,-10568,-5574,422
87AA,2.15,-8190,-8852,-383
AD57,2.15,2027,-12192,-1793
B7C6,2.15,4944,-11355,-1875
BBE7,2.15,6024,-10816,-1868
C190,2.20,7228,-9653,-1907
DC75,2.20,11431,-3214,-1028
F5A7,2.20,10924,4077,413
FFBC,2.20,9473,6658,1026
0D96,2.20,6611,9443,1809
1AA2,2.20,3271,11042,2405
25B8,2.20,225,11511,2756
2D2E,2.20,-1828,11371,2907
3D20,2.20,-5945,9868,2987
4E91,2.20,-9495,6561,2658
5E51,2.20,-11310,2457,2019
6925,2.20,-11605,-651,1422
7D8D,2.20,-9883,-6331,145
90D8,2.20,-5931,-10316,-939
9953,2.20,-3709,-11397,-1336
A2A2,2.20,-1091,-11993,-1649
ADF1,2.20,2143,-11895,-1876
B626,2.20,4403,-11278,-1952
BBD0,2.20,5869,-10569,-1944
B985,2.30,5039,-10363,-2081
CCDD,2.30,9064,-6941,-1749
DC1C,2.30,10877,-3128,-1088
F000,2.30,10918,2377,56
FFAE,2.30,9075,6319,1051
0EB7,2.30,6092,9141,1944
31A0,2.30,-2859,10531,3041
4516,2.30,-7357,8087,2910
5462,2.30,-9858,4849,2421
6391,2.30,-11010,886,1637
7005,2.30,-10815,-2529,842
7394,2.30,-10565,-3473,610
8295,2.30,-8632,-7137,-374
923C,2.30,-5351,-9949,-1266
9C54,2.30,-2783,-11014,-1699
A6DE,2.30,62,-11402,-2008
BAE3,2.30,5312,-10112,-2134
BF6F,2.30,6386,-9473,-2077
C273,2.30,7050,-8989,-2024
C63F,2.40,7523,-7912,-1969
CEED,2.40,8982,-6151,-1721
DA5B,2.40,10278,-3408,-1228
E0E7,2.40,10670,-1708,-875
EF3F,2.40,10493,2087,-20
001C,2.40,8638,6116,1051
0DDA,2.40,6044,8598,1848
1DA8,2.40,2301,10176,2552
2C98,2.40,-1487,10295,2937
3DE0,2.40,-5575,8806,2984
49DC,2.40,-7912,6833,2755
524C,2.40,-9182,5076,2470
58B8,2.40,-9892,3578,2191
68AE,2.40,-10596,-512,1308
70F0,2.40,-10303,-2656,776
7C06,2.40,-9243,-5375,59
85E6,2.40,-7705,-7491,-550
8C99,2.40,-6404,-8686,-936
9ABD,2.40,-3088,-10391,-1597
A419,2.40,-677,-10860,-1912
AD4E,2.40,1727,-10762,-2098
B629,2.40,3964,-10158,-2163
BEC7,2.40,5978,-9129,-2109
BFCA,2.40,6196,-8984,-2096
BC8E,2.50,5265,-9043,-2144
CE01,2.50,8497,-6064,-1767
D936,2.50,9787,-3520,-1300
E28A,2.50,10287,-1198,-806
ED1F,2.50,10182,1509,-163
F64B,2.50,9540,3715,395
F64B,2.50,9540,3715,395
F64A,2.50,9540,3713,394
0297,2.50,7909,6358,1161
11E6,2.50,4948,8758,2006
217C,2.50,1292,9910,2630
2A18,2.50,-810,9935,2839
3EB3,2.50,-5523,8313,2924
5672,2.50,-9292,3921,2240
65E4,2.50,-10163,190,1437
7789,2.50,-9383,-4136,309
86C1,2.50,-7260,-7316,-652
8FFF,2.50,-5439,-8783,-1153
9992,2.50,-3258,-9835,-1600
A726,2.50,94,-10380,-2010
B1D5,2.50,2751,-10034,-2166
BCB3,2.50,5270,-8988,-2150
C1F0,2.50,6371,-8248,-2083
C2EF,2.50,6568,-8094,-2066
BB1F,2.70,4484,-8326,-2137
D545,2.70,8557,-4008,-1458
E591,2.70,9402,-369,-627
F8A2,2.70,8468,3859,517
0D10,2.70,5453,7345,1696
2026,2.70,1494,8913,2490
310B,2.70,-2251,8724,2803
44E5,2.70,-6141,6669,2663
5BA0,2.70,-8874,2429,1836
69A8,2.70,-9247,-693,1052
7364,2.70,-8864,-2858,452
7DB7,2.70,-7886,-4995,-197
9194,2.70,-4660,-8108,-1289
9FA2,2.70,-1655,-9216,-1837
AE68,2.70,1712,-9219,-2133
BB39,2.70,4479,-8266,-2142
C6DA,2.70,6629,-6697,-1947
BCC2,2.90,4375,-7368,-2030
D141,2.90,7383,-4361,-1533
EAA8,2.90,8520,730,-315
F657,2.90,7910,3068,355
FB15,2.90,7470,3952,618
0244,2.90,6625,5167,1017
086A,2.90,5741,6079,1346
0DD0,2.90,4857,6758,1614
1505,2.90,3561,7462,1940
1A06,2.90,2594,7811,2127
2719,2.90,-40,8186,2485
2ECC,2.90,-1602,8011,2594
37BD,2.90,-3330,7471,2625
4173,2.90,-5048,6483,2535
4ACD,2.90,-6444,5185,2325
5429,2.90,-7508,3607,2011
5EDD,2.90,-8250,1553,1541
6B50,2.90,-8406,-972,873
738E,2.90,-8058,-2630,401
80A1,2.90,-6868,-5028,-359
89F8,2.90,-5550,-6450,-857
9567,2.90,-3554,-7724,-1381
9B6B,2.90,-2384,-8160,-1612
A868,2.90,297,-8490,-1934
B2FD,2.90,2477,-8136,-2051
B86E,2.90,3549,-7744,-2047
BBD4,2.90,4184,-7431,-2025
BFBF,2.90,4885,-7004,-1983
C2B4,2.90,5380,-6633,-1937
